UNIT,TIMESTAMP,TYPE,MARKET,INSTRUMENT,OPEN,HIGH,LOW,CLOSE,FIRST_MESSAGE_TIMESTAMP,LAST_MESSAGE_TIMESTAMP,FIRST_MESSAGE_VALUE,HIGH_MESSAGE_VALUE,HIGH_MESSAGE_TIMESTAMP,LOW_MESSAGE_VALUE,LOW_MESSAGE_TIMESTAMP,LAST_MESSAGE_VALUE,TOTAL_INDEX_UPDATES,VOLUME,QUOTE_VOLUME,VOLUME_TOP_TIER,QUOTE_VOLUME_TOP_TIER,VOLUME_DIRECT,QUOTE_VOLUME_DIRECT,VOLUME_TOP_TIER_DIRECT,QUOTE_VOLUME_TOP_TIER_DIRECT
DAY,1680480000,267,cadli,BTC-USD,28215.1372410906,28489.5757583406,27318.6479734096,27815.0788799947,1680480000,1680566340,28197.4769332505,28489.5757583406,1680517860,27318.6479734096,1680555660,27815.0788799947,1440,424271.633456298,11881417793.1284,233824.621819972,6546812095.85019,55293.873562862,1548187564.03219,38187.30857546,1068785294.56703
DAY,1680566400,267,cadli,BTC-USD,27815.0788799947,28429.5766366245,27663.3450512501,28183.4796906071,1680566400,1680652740,27823.6670608563,28429.5766366245,1680606480,27663.3450512501,1680568860,28183.4796906071,1440,316813.190207522,8907478810.10543,156369.731019647,4397548094.96376,36220.3276164143,1018372126.63284,24040.2660334,676167061.129294
DAY,1680652800,267,cadli,BTC-USD,28183.4796906071,28740.6991587995,27862.1713173032,28183.1127411209,1680652800,1680739140,28184.7462114769,28740.6991587995,1680662220,27862.1713173032,1680711360,28183.1127411209,1440,355345.794183459,10075691599.5302,181078.730003114,5132007018.51998,41330.3987785522,1171054918.99353,28904.06741701,818851199.143518
DAY,1680739200,267,cadli,BTC-USD,28183.1127411209,28184.6650926436,27759.6439346077,28046.5936404394,1680739200,1680825540,28177.3597347055,28184.6650926436,1680795600,27759.6439346077,1680777420,28046.5936404394,1440,266031.108823178,7449109300.86874,123645.11579184,3461560770.45218,28168.7992118934,788552034.84123,18817.16851512,526673093.189794
DAY,1680825600,267,cadli,BTC-USD,28046.5936404394,28118.2655644618,27731.63404285,27923.8296812933,1680825600,1680911940,28050.9999707268,28118.2655644618,1680829020,27731.63404285,1680893700,27923.8296812933,1440,182622.570103065,5103043380.42228,75673.7670229593,2114770018.05942,16161.4645121984,451548327.423065,10369.05869958,289724457.208176
DAY,1680912000,267,cadli,BTC-USD,27923.8296812933,28159.7263252438,27885.9327296884,27964.8602674257,1680912000,1680998340,27923.8836415995,28159.7263252438,1680933600,27885.9327296884,1680915240,27964.8602674257,1440,140163.477830828,3926844358.60348,59213.541812191,1659541882.81666,10672.5711318434,298952080.945312,6955.90357115,194868595.59573
DAY,1680998400,267,cadli,BTC-USD,27964.8602674257,28532.8780762676,27851.9100677014,28342.2800906457,1680998400,1681084740,27958.4422468092,28532.8780762676,1681077960,27851.9100677014,1681050180,28342.2800906457,1440,207240.085285794,5820531706.40353,95385.6607607913,2681499383.8869,18343.429050614,515847561.813689,12242.16959095,344389997.768118
DAY,1681084800,267,cadli,BTC-USD,28342.2800906457,29757.8979130635,28206.0865288365,29651.8259220904,1681084800,1681171140,28339.4360496823,29757.8979130635,1681168440,28206.0865288365,1681135020,29651.8259220904,1440,377315.049755213,10888933432.6637,203618.715272984,5883384267.54888,46120.3698141009,1334499785.37313,33217.21085376,961682401.859178
DAY,1681171200,267,cadli,BTC-USD,29651.8259220904,30511.8246170253,29605.4776594162,30230.4027905525,1681171200,1681257540,29663.1307452795,30511.8246170253,1681240680,29605.4776594162,1681171740,30230.4027905525,1440,387405.883611864,11666026485.4043,215300.695234642,6484032665.84498,51293.2695460126,1545015191.6874,36385.93345327,1096206739.20268
DAY,1681257600,267,cadli,BTC-USD,30230.4027905525,30476.1233802672,29726.8769066676,29908.9683587085,1681257600,1681343940,30242.9963120837,30476.1233802672,1681302900,29726.8769066676,1681312380,29908.9683587085,1440,362389.85577506,10893891613.5299,194337.013518271,5843309368.42306,39732.4196928572,1194212849.2572,29445.78812806,885100081.904361
DAY,1681344000,267,cadli,BTC-USD,29908.9683587085,30570.3320553426,29908.9683587085,30418.117768826,1681344000,1681430340,29941.5614799839,30570.3320553426,1681398300,29922.3578524107,1681345140,30418.117768826,1440,308902.547632515,9354018134.14433,164294.981406786,4977348131.4456,34936.02511283,1058137462.03398,24629.25923747,746211548.554149
DAY,1681430400,267,cadli,BTC-USD,30418.117768826,30992.171147744,30043.1183437248,30495.9936496767,1681430400,1681516740,30415.1478180758,30992.171147744,1681455180,30043.1183437248,1681491000,30495.9936496767,1440,418154.905965124,12797061363.8521,228110.27583158,6982507856.98861,52276.7710788687,1599110473.2129,38486.44505652,1177286810.64765
DAY,1681516800,267,cadli,BTC-USD,30495.9936496767,30610.3621513157,30243.8633268889,30326.254282035,1681516800,1681603140,30498.3554552432,30610.3621513157,1681518420,30243.8633268889,1681580160,30326.254282035,1440,185482.469733206,5638280739.13554,81151.344134273,2467167183.87511,15729.8774310907,477989462.389917,9476.12719464,287969027.788875
DAY,1681603200,267,cadli,BTC-USD,30326.254282035,30554.2859694378,30169.8536229946,30319.3392117242,1681603200,1681689540,30315.1011817147,30554.2859694378,1681673520,30169.8536229946,1681607760,30319.3392117242,1440,212175.88317267,6437307029.08168,93223.953725224,2828556725.55052,19345.3739537502,586902357.744673,12791.31039983,388083506.531641
DAY,1681689600,267,cadli,BTC-USD,30319.3392117242,30319.3392117242,29287.2758228937,29454.288611993,1681689600,1681775940,30311.3504819994,30318.7688018963,1681689660,29287.2758228937,1681746000,29454.288611993,1440,326297.519778992,9689085035.596,177963.455504151,5283354668.39744,38560.3959009709,1144185554.61186,28107.93680085,834063400.526427
DAY,1681776000,267,cadli,BTC-USD,29454.288611993,30472.0705190782,29166.3032717734,30392.1774635086,1681776000,1681862340,29456.4018384412,30472.0705190782,1681820580,29166.3032717734,1681780500,30392.1774635086,1440,367393.926110525,11031397168.1088,196099.113078966,5888305451.26599,41057.1664715522,1233078358.71497,28087.12494481,843378362.686061
DAY,1681862400,267,cadli,BTC-USD,30392.1774635086,30410.4329894361,28691.4571866371,28838.336552442,1681862400,1681948740,30379.4774509272,30410.4329894361,1681863480,28691.4571866371,1681947360,28838.336552442,1440,500027.015618541,14708970716.9428,274708.726787692,8073616644.44491,60337.5982188299,1772115761.813,44289.25308612,1299327811.94912
DAY,1681948800,267,cadli,BTC-USD,28838.336552442,29091.4767915952,28047.5849085192,28256.5932505126,1681948800,1682035140,28827.7324494631,29091.4767915952,1681971480,28047.5849085192,1682018880,28256.5932505126,1440,441849.031855185,12653152361.2548,227829.376206955,6521077151.19616,46039.2145119446,1316235148.80873,32561.67550955,930934987.299547
DAY,1682035200,267,cadli,BTC-USD,28256.5932505126,28371.4986177987,27192.6372547524,27284.2446886479,1682035200,1682121540,28253.9419976211,28371.4986177987,1682038140,27192.6372547524,1682116680,27284.2446886479,1440,447352.91511117,12475672927.848,234584.804628309,6538709343.47763,47962.4157742447,1336076272.18787,35870.35091713,998096889.385019
DAY,1682121600,267,cadli,BTC-USD,27284.2446886479,27896.4289920181,27177.9463019049,27841.7754958968,1682121600,1682207940,27275.6145080099,27896.4289920181,1682204880,27177.9463019049,1682126280,27841.7754958968,1440,261778.818621156,7193243676.55129,115624.682857295,3177894663.16198,20804.8295917134,571943232.367721,14705.61468563,404215230.690159
DAY,1682208000,267,cadli,BTC-USD,27841.7754958968,27841.7754958968,27407.4994943869,27607.8347430762,1682208000,1682294340,27836.2557508826,27836.2557508826,1682208000,27407.4994943869,1682275800,27607.8347430762,1440,258818.448876945,7140683438.69363,106472.033142529,2935667057.57865,21883.8618133168,603249060.526265,12789.71749446,352516072.787518
DAY,1682294400,267,cadli,BTC-USD,27607.8347430762,27991.5331530807,27078.8205453158,27541.5807831025,1682294400,1682380740,27595.0979069461,27991.5331530807,1682299140,27078.8205453158,1682355780,27541.5807831025,1440,390450.031457526,10740264884.251,188855.688033341,5190232089.10657,38781.8628897273,1064991088.96734,26010.18770017,713962483.569954
DAY,1682380800,267,cadli,BTC-USD,27541.5807831025,28397.482049595,27230.7921652968,28305.8791292559,1682380800,1682467140,27537.1024051966,28397.482049595,1682460180,27230.7921652968,1682411040,28305.8791292559,1440,385230.641473291,10640948090.203,184573.736394902,5099799204.50405,35926.1413001341,992853355.191223,24389.57072133,674128558.870845
DAY,1682467200,267,cadli,BTC-USD,28305.8791292559,29994.4106839844,27423.5012640494,28527.3021598618,1682467200,1682553540,28335.9248204367,29994.4106839844,1682513880,27423.5012640494,1682539320,28527.3021598618,1440,703875.346980515,20282916753.714,418987.546743731,12064348335.5322,86042.0286527415,2477058671.60531,64891.85244048,1867690437.10717
DAY,1682553600,267,cadli,BTC-USD,28527.3021598618,29871.1682899537,28496.0712570609,29491.4405723241,1682553600,1682639940,28522.3758095541,29871.1682899537,1682621100,28496.0712570609,1682553660,29491.4405723241,1440,579615.542813913,16924195788.823,319702.664936058,9334625259.7227,69629.5669098655,2034240176.90946,47193.33323126,1379304561.54749
DAY,1682640000,267,cadli,BTC-USD,29491.4405723241,29588.1925485849,28966.4657754195,29342.4943883475,1682640000,1682726340,29492.9968326543,29588.1925485849,1682643660,28966.4657754195,1682689500,29342.4943883475,1440,359718.55574302,10550005391.5168,181816.520173238,5331795416.9586,40315.9543213686,1181291395.05733,28589.02154605,837315153.290306
DAY,1682726400,267,cadli,BTC-USD,29342.4943883475,29461.1032334387,29109.1033957214,29279.6788958756,1682726400,1682812740,29350.665119074,29461.1032334387,1682745660,29109.1033957214,1682789460,29279.6788958756,1440,190501.337347253,5585956153.57884,73169.0351301993,2145352292.39344,14459.2914362502,423696713.814602,9012.5004785,264045832.280353
DAY,1682812800,267,cadli,BTC-USD,29279.6788958756,29962.7948216602,29130.2166867738,29269.3284190614,1682812800,1682899140,29278.152103291,29962.7948216602,1682869260,29130.2166867738,1682820000,29269.3284190614,1440,291362.462255019,8583518008.34424,132710.565759389,3913625608.59096,27182.1539949989,801503253.932976,19171.90148267,565536849.041355
DAY,1682899200,267,cadli,BTC-USD,29269.3284190614,29344.1087141941,27708.0602056128,28104.486312544,1682899200,1682985540,29272.7218180566,29344.1087141941,1682902200,27708.0602056128,1682974680,28104.486312544,1440,381969.477772988,10856810093.3413,200165.664216609,5685906384.4623,49779.1619015542,1412393516.47178,36004.44401323,1021494176.14534
DAY,1682985600,267,cadli,BTC-USD,28104.486312544,28891.4358862645,27915.660880844,28696.6191722905,1682985600,1683071940,28099.0662588833,28891.4358862645,1683054720,27915.660880844,1682997360,28696.6191722905,1440,325883.374957366,9243479541.74492,169338.244027665,4804082655.54207,37615.9814580425,1067933100.35675,26641.57742072,756418871.424939
DAY,1683072000,267,cadli,BTC-USD,28696.6191722905,29268.1723049812,28202.7267538791,29037.9933377395,1683072000,1683158340,28717.0416237496,29268.1723049812,1683152700,28202.7267538791,1683119280,29037.9933377395,1440,392126.657175783,11211168845.4773,213488.831255477,6101883024.05,45764.7648372391,1307922285.15625,31005.00278291,885736154.443181
DAY,1683158400,267,cadli,BTC-USD,29037.9933377395,29369.3160093747,28718.9575530211,28878.6029922569,1683158400,1683244740,29055.3428930559,29369.3160093747,1683196620,28718.9575530211,1683225060,28878.6029922569,1440,323502.53692757,9382476520.06096,156705.10107837,4544632395.126,32700.4907322237,947760030.775057,21289.25410641,616736793.459913
DAY,1683244800,267,cadli,BTC-USD,28878.6029922569,29882.5071283223,28871.6091199951,29563.5199685999,1683244800,1683331140,28877.1759319219,29882.5071283223,1683297900,28871.6091199951,1683244920,29563.5199685999,1440,367391.480215315,10767314812.9043,194101.160373666,5690854556.60849,40921.5308920683,1199982108.23715,28651.13906364,840089855.465929
DAY,1683331200,267,cadli,BTC-USD,29563.5199685999,29842.6949360782,28506.027558548,28933.2955078631,1683331200,1683417540,29550.628926078,29842.6949360782,1683333540,28506.027558548,1683385260,28933.2955078631,1440,316953.381938106,9234915873.6255,149818.636792936,4361766613.78672,29641.9583449399,862449249.080782,19805.99855347,575665985.965636
DAY,1683417600,267,cadli,BTC-USD,28933.2955078631,29303.7762298746,28498.5019364021,28498.5019364021,1683417600,1683503940,28952.7115791503,29303.7762298746,1683481260,28498.5019364021,1683503940,28498.5019364021,1440,204982.616171317,5931118948.41611,101227.915688927,2928396839.35627,21501.1199802688,622118157.248369,12908.89908622,372885631.542427
DAY,1683504000,267,cadli,BTC-USD,28498.5019364021,28927.2380604785,27365.3571245617,27736.6673104092,1683504000,1683590340,28483.8961476219,28927.2380604785,1683508260,27365.3571245617,1683576660,27736.6673104092,1440,408388.652392615,11423101439.3252,209200.37513341,5847081585.03159,48435.9819112785,1354628591.2117,32841.93267728,915700278.014682
DAY,1683590400,267,cadli,BTC-USD,27736.6673104092,27937.8444473998,27434.7238238413,27666.1663334429,1683590400,1683676740,27747.7346508281,27937.8444473998,1683646080,27434.7238238413,1683648300,27666.1663334429,1440,287482.754107541,7952470790.95427,136349.332975159,3770976257.37487,29563.9462569074,817913756.16285,18988.87590499,524157311.291842
DAY,1683676800,267,cadli,BTC-USD,27666.1663334429,28336.1014779037,26965.1360179909,27639.9301236234,1683676800,1683763140,27675.1107272699,28336.1014779037,1683723780,26965.1360179909,1683739260,27639.9301236234,1440,443514.96271732,12309927132.6478,245042.201829573,6797267680.57014,49981.9770993831,1384980113.10144,38125.51847183,1055956006.98602
DAY,1683763200,267,cadli,BTC-USD,27639.9301236234,27640.7559572849,26797.9815746553,26999.795182326,1683763200,1683849540,27629.6194095,27640.7559572849,1683763380,26797.9815746553,1683827280,26999.795182326,1440,372072.502770055,10142402780.7338,184539.44738544,5026278019.26775,35862.1254160533,975533210.32421,26780.38488884,728079605.120376
DAY,1683849600,267,cadli,BTC-USD,26999.795182326,27061.394275151,25882.7085720759,26819.5447111702,1683849600,1683935940,26988.7625738551,27061.394275151,1683854220,25882.7085720759,1683919680,26819.5447111702,1440,448687.318870989,11876471671.1569,235802.706637314,6238652450.37663,49926.9238882917,1319461990.94432,39115.99994734,1033043117.89617
DAY,1683936000,267,cadli,BTC-USD,26819.5447111702,27008.6722963041,26720.9853036118,26798.5986390513,1683936000,1684022340,26823.1783757352,27008.6722963041,1684003740,26720.9853036118,1683937920,26798.5986390513,1440,193865.210072713,5205130450.77468,80091.2075136612,2150813135.53935,16409.483489898,440560080.067413,10452.94991538,280694076.183287
DAY,1684022400,267,cadli,BTC-USD,26798.5986390513,27165.9706358753,26671.7417713526,26933.8020596763,1684022400,1684108740,26800.4635566695,27165.9706358753,1684076940,26671.7417713526,1684026960,26933.8020596763,1440,198051.893939056,5329407132.64392,80350.783086582,2162864940.29092,15344.4238027296,412884900.189307,9979.04424949,268573254.680531
DAY,1684108800,267,cadli,BTC-USD,26933.8020596763,27671.2680341391,26775.5777766009,27197.7040446513,1684108800,1684195140,26951.0698255572,27671.2680341391,1684171080,26775.5777766009,1684111800,27197.7040446513,1440,306675.725698654,8385063699.58548,165634.238234612,4529318871.96092,31965.737147565,873529402.893512,24471.12503739,668825505.524759
DAY,1684195200,267,cadli,BTC-USD,27197.7040446513,27309.8222152479,26902.3925681404,27046.494616832,1684195200,1684281540,27179.142134474,27309.8222152479,1684196880,26902.3925681404,1684200900,27046.494616832,1440,267747.432904455,7248868752.5083,141280.752694178,3824610187.41685,28063.6897726479,759398056.837206,20523.02649824,555332625.827698
DAY,1684281600,267,cadli,BTC-USD,27046.494616832,27468.6171428282,26611.4700569312,27408.6745498218,1684281600,1684367940,27043.9383335931,27468.6171428282,1684358520,26611.4700569312,1684334280,27408.6745498218,1440,323625.061033148,8737860705.15264,170898.144729216,4613924876.04068,36528.9270584219,986318456.766835,25824.14191639,697121747.434988
DAY,1684368000,267,cadli,BTC-USD,27408.6745498218,27465.3765942599,26445.5039287173,26838.9668512658,1684368000,1684454340,27409.8229824127,27465.3765942599,1684369140,26445.5039287173,1684432680,26838.9668512658,1440,340145.61017629,9214210633.11607,185182.568232417,5014425561.62783,35377.8224295418,957019630.353013,24051.02965391,650342397.648975
DAY,1684454400,267,cadli,BTC-USD,26838.9668512658,27150.7016993148,26747.3258217831,26897.8682529666,1684454400,1684540740,26842.7119129135,27150.7016993148,1684509660,26747.3258217831,1684510440,26897.8682529666,1440,252259.422168753,6784106461.97829,128210.606231446,3448404394.7879,21912.2562329393,589162393.295934,14134.36382034,380034958.246276
DAY,1684540800,267,cadli,BTC-USD,26897.8682529666,27164.7887503519,26783.4519528654,27132.4253543435,1684540800,1684627140,26893.3162622568,27164.7887503519,1684606500,26783.4519528654,1684560180,27132.4253543435,1440,136177.89846528,3672536194.6214,53712.2389535776,1449480237.56872,10264.8404993859,277040273.660713,6318.56968053,170537263.428579
DAY,1684627200,267,cadli,BTC-USD,27132.4253543435,27273.4403810713,26718.2171539713,26767.9729382682,1684627200,1684713540,27131.8592076295,27273.4403810713,1684630200,26718.2171539713,1684704120,26767.9729382682,1440,180556.352313332,4870488573.04705,80212.4804392464,2163495100.20251,15985.9006747636,431037597.674087,10236.4035291,275961691.254027
DAY,1684713600,267,cadli,BTC-USD,26767.9729382682,27072.4861432573,26567.6085275906,26869.9450609306,1684713600,1684799940,26763.7963019949,27072.4861432573,1684763040,26567.6085275906,1684721040,26869.9450609306,1440,256522.969671251,6883699945.11313,128255.084714566,3442206659.0198,22793.7641185914,611420045.481748,14702.71793804,394366840.846817
DAY,1684800000,267,cadli,BTC-USD,26869.9450609306,27457.4255482661,26825.4891054838,27232.2067834683,1684800000,1684886340,26868.8710656874,27457.4255482661,1684819620,26825.4891054838,1684803480,27232.2067834683,1440,305291.423745847,8322007544.37364,156199.629911932,4258110696.60594,27313.1611482402,744312465.12561,18551.35065694,505549307.795927
DAY,1684886400,267,cadli,BTC-USD,27232.2067834683,27232.2067834683,26129.6245815662,26347.4019321724,1684886400,1684972740,27226.6188266892,27226.6188266892,1684886400,26129.6245815662,1684940940,26347.4019321724,1440,380569.466160354,10106228564.1746,210675.573052068,5591489649.96015,38995.8572829927,1033435832.84949,27727.75210263,734316209.165281
DAY,1684972800,267,cadli,BTC-USD,26347.4019321724,26583.4832849924,25931.9595469481,26487.339972648,1684972800,1685059140,26336.2859144001,26583.4832849924,1685041860,25931.9595469481,1684978080,26487.339972648,1440,325433.489895283,8559981113.79461,173895.241033541,4572906101.65944,29213.5902409832,768288867.749816,20784.96915292,546465817.119803
DAY,1685059200,267,cadli,BTC-USD,26487.339972648,26906.2418909775,26347.4190387597,26723.7398235066,1685059200,1685145540,26487.9199902252,26906.2418909775,1685111640,26347.4190387597,1685080920,26723.7398235066,1440,280626.773106524,7467226928.95257,146611.301535224,3903173389.80982,24962.5634371498,665294597.252126,18307.02139688,488029202.752154
DAY,1685145600,267,cadli,BTC-USD,26723.7398235066,26889.720895728,26617.811566129,26872.1392590869,1685145600,1685231940,26729.1727245171,26889.720895728,1685230920,26617.811566129,1685195880,26872.1392590869,1440,153816.175351267,4112685179.47268,70125.2889296042,1875420727.57934,10083.692422854,269730449.862551,6486.30284643,173425125.752558
DAY,1685232000,267,cadli,BTC-USD,26872.1392590869,28210.9890707052,26802.2068849191,28084.3386929541,1685232000,1685318340,26878.480911783,28210.9890707052,1685315700,26802.2068849191,1685233080,28084.3386929541,1440,313342.511910922,8597916358.82504,162856.323146655,4473126821.89931,25152.1214171779,691044230.905655,18349.10379979,504304111.361342
DAY,1685318400,267,cadli,BTC-USD,28084.3386929541,28427.9955371955,27561.211130815,27748.8249884538,1685318400,1685404740,28101.2314880265,28427.9955371955,1685319840,27561.211130815,1685380020,27748.8249884538,1440,328789.143133908,9174625626.0547,171348.926859666,4782480263.18007,27347.8268107733,763313097.728958,18513.35596895,517194033.259395
DAY,1685404800,267,cadli,BTC-USD,27748.8249884538,28047.589330444,27612.9255933584,27710.973035485,1685404800,1685491140,27755.051224691,28047.589330444,1685443020,27612.9255933584,1685463480,27710.973035485,1440,294013.607526377,8177638027.65375,156114.860077632,4341956116.67679,29225.70651253,812836253.982724,20295.8868104,564468572.837162
DAY,1685491200,267,cadli,BTC-USD,27710.973035485,27833.3344253324,26882.4870439115,27230.3080428998,1685491200,1685577540,27708.7177646416,27833.3344253324,1685496360,26882.4870439115,1685549280,27230.3080428998,1440,352423.448290655,9582066604.86682,203773.431310651,5537622116.91711,34863.6918012863,947180190.883686,25937.29381028,704405986.965003
DAY,1685577600,267,cadli,BTC-USD,27230.3080428998,27444.3341455254,26678.6327430388,26829.29960344,1685577600,1685663940,27241.5324092705,27444.3341455254,1685578080,26678.6327430388,1685588640,26829.29960344,1440,339208.94471531,9133179123.85077,189837.195045145,5111643045.33415,31553.8827993639,849283597.715974,22336.00746026,601047974.886975
DAY,1685664000,267,cadli,BTC-USD,26829.29960344,27334.0112506753,26589.2002631553,27260.1298849564,1685664000,1685750340,26827.4862020989,27334.0112506753,1685745780,26589.2002631553,1685666340,27260.1298849564,1440,351821.365025919,9517742148.45493,199034.654514665,5383851101.68611,31658.0437473663,856111765.017162,22215.10160424,600709721.808154
DAY,1685750400,267,cadli,BTC-USD,27260.1298849564,27329.8530800165,26974.5633240739,27086.3172554771,1685750400,1685836740,27259.2634061711,27329.8530800165,1685809800,26974.5633240739,1685828280,27086.3172554771,1440,171173.657430583,4651047215.08332,81749.4095776416,2221240505.30672,11712.4736129005,318155304.623628,7373.26679634,200236195.684019
DAY,1685836800,267,cadli,BTC-USD,27086.3172554771,27425.5854384206,26979.6449272549,27135.7904122839,1685836800,1685923140,27083.9611094516,27425.5854384206,1685917020,26979.6449272549,1685840880,27135.7904122839,1440,199894.454204735,5436526556.3227,101210.030799335,2752995726.90608,13418.1148438884,365002754.156708,8255.03078864,224521325.97036
DAY,1685923200,267,cadli,BTC-USD,27135.7904122839,27140.5932507704,25456.3465308629,25765.7963247578,1685923200,1686009540,27127.2065568913,27140.5932507704,1685923800,25456.3465308629,1685993280,25765.7963247578,1440,528431.264862755,13880591112.2042,312273.024990836,8197227460.97443,49046.2980815154,1283239630.23669,36840.45141981,962319690.192513
DAY,1686009600,267,cadli,BTC-USD,25765.7963247578,27344.7987349257,25467.626964118,27248.3246542986,1686009600,1686095940,25751.9310995547,27344.7987349257,1686094140,25467.626964118,1686057480,27248.3246542986,1440,421236.862386131,11066508018.6141,190764.702426645,5015992917.12425,50521.8999563918,1327887485.69732,37953.8086066,997725728.153676
DAY,1686096000,267,cadli,BTC-USD,27248.3246542986,27525.7261686091,26194.9907444554,26613.1697965198,1686096000,1686182340,27254.5985734649,27525.7261686091,1686096540,26194.9907444554,1686175080,26613.1697965198,1440,352705.243042747,9431305595.07604,166214.601839976,4439772301.87474,38486.5734684418,1028612137.81241,31999.69361347,852759062.547154
DAY,1686182400,267,cadli,BTC-USD,26613.1697965198,26798.39331047,26278.0956910778,26521.1529700854,1686182400,1686268740,26537.4969490855,26798.39331047,1686239580,26278.0956910778,1686194940,26521.1529700854,1440,205417.318826257,5445848626.68559,86435.0441725898,2291803760.22584,18822.1843660229,499113403.296127,16371.55884727,433837044.348148
DAY,1686268800,267,cadli,BTC-USD,26521.1529700854,26785.2422585366,26355.606813061,26507.0890083425,1686268800,1686355140,26522.7893975836,26785.2422585366,1686317040,26355.606813061,1686277440,26507.0890083425,1440,190787.588346869,5065569997.61058,81506.3132052891,2164319706.00969,20298.9517606953,538616964.743288,17330.24372496,459733246.637851
DAY,1686355200,267,cadli,BTC-USD,26507.0890083425,26535.1626446224,25539.1070779482,25881.4306723709,1686355200,1686441540,26502.4938888477,26535.1626446224,1686359520,25539.1070779482,1686416580,25881.4306723709,1440,400236.913124958,10333562922.863,180340.076883097,4656383915.44378,39198.9597677037,1011651398.18557,32455.61482945,837176876.371252
DAY,1686441600,267,cadli,BTC-USD,25881.4306723709,26205.5970938144,25696.418892235,25954.4633197473,1686441600,1686527940,25876.4470822984,26205.5970938144,1686514260,25696.418892235,1686457380,25954.4633197473,1440,196142.917757507,5078311732.13788,79153.0262639194,2050315596.6036,16274.330801133,421615358.397401,14387.33587516,372507937.445806
DAY,1686528000,267,cadli,BTC-USD,25954.4633197473,26093.3865655847,25665.8653258246,25989.8934186014,1686528000,1686614340,25961.2515561479,26093.3865655847,1686560940,25665.8653258246,1686543900,25989.8934186014,1440,209960.405905413,5436498830.9737,90146.8918073775,2334012256.39583,20747.4719606847,536895391.574366,18269.88222123,472446160.468965
DAY,1686614400,267,cadli,BTC-USD,25989.8934186014,26389.267276604,25776.008837524,25954.7612096253,1686614400,1686700740,25937.0599494573,26389.267276604,1686659520,25776.008837524,1686671880,25954.7612096253,1440,258580.75510712,6737581416.47183,119947.959237531,3126339436.89206,28590.8203465194,744084558.574215,24599.55417001,639876529.497653
DAY,1686700800,267,cadli,BTC-USD,25954.7612096253,26157.7757791312,24925.9472095003,25172.5104139701,1686700800,1686787140,25971.7917920001,26157.7757791312,1686710460,24925.9472095003,1686776400,25172.5104139701,1440,263765.96152245,6762295916.97117,131484.621353262,3365099744.97549,34408.9310697674,879990463.223328,29226.26170558,746850484.277531
DAY,1686787200,267,cadli,BTC-USD,25172.5104139701,25738.626313496,24849.6221611468,25592.4132007647,1686787200,1686873540,25145.6347836947,25738.626313496,1686864840,24849.6221611468,1686827820,25592.4132007647,1440,317960.800662896,7996088007.69853,142354.994327419,3581715678.25045,41875.5843800769,1052633296.80154,35548.35542038,893109099.588721
DAY,1686873600,267,cadli,BTC-USD,25592.4132007647,26462.1460157887,25290.9445878886,26346.9089448547,1686873600,1686959940,25575.9787156611,26462.1460157887,1686938820,25290.9445878886,1686926820,26346.9089448547,1440,306498.328315211,7919563582.6568,138146.938465389,3573577939.04647,36536.3110134073,945644927.987595,30920.83874795,800080119.127194
DAY,1686960000,267,cadli,BTC-USD,26346.9089448547,26760.6758315018,26191.6797460292,26529.2967946286,1686960000,1687046340,26354.6443828826,26760.6758315018,1686982980,26191.6797460292,1686967320,26529.2967946286,1440,184878.595721113,4903348448.27397,74458.752479297,1976184289.82141,16117.6635731312,427305626.12976,13518.67518163,358189768.807951
DAY,1687046400,267,cadli,BTC-USD,26529.2967946286,26740.7115593521,26337.9695151651,26352.3262313544,1687046400,1687132740,26537.0264099211,26740.7115593521,1687077300,26337.9695151651,1687132380,26352.3262313544,1440,155645.223427995,4128820647.75353,56361.0139121083,1495225637.91757,13126.1229014781,348254734.746097,10553.52758906,279757571.900148
DAY,1687132800,267,cadli,BTC-USD,26352.3262313544,27011.3568074877,26319.0758742947,26852.392167205,1687132800,1687219140,26350.5862171222,27011.3568074877,1687198500,26319.0758742947,1687136100,26852.392167205,1440,229996.832406143,6116686586.84637,99894.3339816459,2658814755.40504,24185.4047121372,643667059.749373,20266.48629195,539188167.32547
DAY,1687219200,267,cadli,BTC-USD,26852.392167205,28397.5901751737,26694.4569233507,28318.3604233876,1687219200,1687305540,26851.7900969435,28397.5901751737,1687305240,26694.4569233507,1687271340,28318.3604233876,1440,424431.365156587,11647922961.1415,207613.472516449,5706480496.48558,56362.3150441438,1550499931.98077,48862.44756063,1344215364.81808
DAY,1687305600,267,cadli,BTC-USD,28318.3604233876,30714.1983830356,28283.8945386035,30004.3066633103,1687305600,1687391940,28325.5313237217,30714.1983830356,1687365360,28283.8945386035,1687306740,30004.3066633103,1440,624189.142596114,18381367588.2318,305534.362022183,9005434910.30373,74486.4269995097,2195939438.94561,62767.20926648,1850682817.79527
DAY,1687392000,267,cadli,BTC-USD,30004.3066633103,30459.3647153005,29688.1399420021,29903.0951256052,1687392000,1687478340,29938.9985293034,30459.3647153005,1687402680,29688.1399420021,1687445580,29903.0951256052,1440,361522.409333072,10868625152.4787,170136.050330161,5114705705.51237,43345.174509859,1303465014.25253,36872.21988956,1108823246.95114
